ID,Name,StudyHours,Attendance,Marks,Grade,Result,PerformanceScore
427,Student_427,5.0,67,55.1,F,Pass,53.66
344,Student_344,4.9,90,78.6,C,Pass,74.65
247,Student_247,4.9,76,83.7,B,Pass,73.51
19,Student_19,4.9,64,60.9,D,Pass,56.23
988,Student_988,4.9,98,77.8,C,Pass,76.57
398,Student_398,4.9,78,42.0,F,Pass,49.09
916,Student_916,4.9,73,40.5,F,Pass,46.69
655,Student_655,4.9,77,82.2,B,Pass,72.91
512,Student_512,4.8,63,99.0,A,Pass,78.78
692,Student_692,4.8,99,95.9,A,Pass,87.72
453,Student_453,4.8,69,87.2,B,Pass,73.5
905,Student_905,4.8,73,68.6,D,Pass,63.54
98,Student_98,4.8,93,49.1,F,Pass,57.84
329,Student_329,4.8,96,60.1,D,Pass,65.34
805,Student_805,4.8,58,42.3,F,Pass,43.26
126,Student_126,4.8,98,62.1,D,Pass,67.14
836,Student_836,4.8,72,43.5,F,Pass,48.18
955,Student_955,4.8,67,56.9,F,Pass,54.72
131,Student_131,4.8,86,40.7,F,Pass,50.7
317,Student_317,4.7,63,43.9,F,Pass,45.71
714,Student_714,4.7,83,89.3,B,Pass,78.95
527,Student_527,4.7,78,91.5,A,Pass,78.77
846,Student_846,4.7,53,69.3,D,Pass,57.95
107,Student_107,4.7,54,54.4,F,Pass,49.31
675,Student_675,4.7,98,59.9,F,Pass,65.81
392,Student_392,4.7,64,56.3,F,Pass,53.45
874,Student_874,4.7,60,69.0,D,Pass,59.87
914,Student_914,4.7,53,52.6,F,Pass,47.93
865,Student_865,4.6,79,87.4,B,Pass,76.6
894,Student_894,4.6,96,91.2,A,Pass,83.98
345,Student_345,4.6,88,65.3,D,Pass,66.04
678,Student_678,4.6,61,76.6,C,Pass,64.72
573,Student_573,4.6,55,96.3,A,Pass,74.74
774,Student_774,4.6,60,62.3,D,Pass,55.84
788,Student_788,4.6,74,60.4,D,Pass,58.9
556,Student_556,4.6,53,80.6,B,Pass,64.72
818,Student_818,4.6,54,76.2,C,Pass,62.38
824,Student_824,4.6,85,63.1,D,Pass,63.82
252,Student_252,4.5,94,99.1,A,Pass,88.11
228,Student_228,4.5,76,62.3,D,Pass,60.63
737,Student_737,4.5,80,40.6,F,Pass,48.81
567,Student_567,4.5,83,70.8,C,Pass,67.83
747,Student_747,4.5,55,48.5,F,Pass,46.05
178,Student_178,4.5,74,49.0,F,Pass,52.05
61,Student_61,4.5,52,88.4,B,Pass,69.09
366,Student_366,4.5,86,92.4,A,Pass,81.69
407,Student_407,4.5,63,79.8,C,Pass,67.23
361,Student_361,4.5,77,71.1,C,Pass,66.21
964,Student_964,4.5,95,98.7,A,Pass,88.17
466,Student_466,4.4,82,99.1,A,Pass,84.5
1,Student_1,4.4,96,59.5,F,Pass,64.94
956,Student_956,4.4,52,88.2,B,Pass,68.96
517,Student_517,4.4,61,65.6,D,Pass,58.1
910,Student_910,4.4,98,58.0,F,Pass,64.64
449,Student_449,4.4,64,70.8,C,Pass,62.12
443,Student_443,4.4,73,80.1,B,Pass,70.4
522,Student_522,4.4,68,83.2,B,Pass,70.76
740,Student_740,4.4,97,76.8,C,Pass,75.62
640,Student_640,4.4,57,80.2,B,Pass,65.66
871,Student_871,4.4,75,48.9,F,Pass,52.28
349,Student_349,4.4,60,64.6,D,Pass,57.2
283,Student_283,4.4,94,84.0,B,Pass,79.04
444,Student_444,4.3,90,67.7,D,Pass,68.05
393,Student_393,4.3,76,85.6,B,Pass,74.59
139,Student_139,4.3,83,52.9,F,Pass,57.07
24,Student_24,4.3,96,64.0,D,Pass,67.63
161,Student_161,4.3,98,97.3,A,Pass,88.21
608,Student_608,4.3,51,82.2,B,Pass,65.05
244,Student_244,4.3,74,85.3,B,Pass,73.81
658,Student_658,4.3,55,46.3,F,Pass,44.71
623,Student_623,4.3,72,75.6,C,Pass,67.39
224,Student_224,4.3,52,47.7,F,Pass,44.65
838,Student_838,4.3,65,56.2,F,Pass,53.65
626,Student_626,4.3,60,44.7,F,Pass,45.25
565,Student_565,4.2,90,78.6,C,Pass,74.58
995,Student_995,4.2,57,56.6,F,Pass,51.48
966,Student_966,4.2,53,61.5,D,Pass,53.22
661,Student_661,4.2,99,79.1,C,Pass,77.58
735,Student_735,4.2,50,61.7,D,Pass,52.44
269,Student_269,4.2,61,92.4,A,Pass,74.16
294,Student_294,4.2,77,97.5,A,Pass,82.02
546,Student_546,4.2,82,67.0,D,Pass,65.22
429,Student_429,4.2,96,73.7,C,Pass,73.44
64,Student_64,4.2,89,44.9,F,Pass,54.06
79,Student_79,4.2,94,70.2,C,Pass,70.74
496,Student_496,4.2,57,56.6,F,Pass,51.48
331,Student_331,4.2,81,82.5,B,Pass,74.22
908,Student_908,4.1,73,81.6,B,Pass,71.27
827,Student_827,4.1,97,49.2,F,Pass,59.03
715,Student_715,4.1,50,40.1,F,Pass,39.47
570,Student_570,4.1,64,42.0,F,Pass,44.81
769,Student_769,4.1,62,91.5,A,Pass,73.91
196,Student_196,4.1,64,50.4,F,Pass,49.85
594,Student_594,4.1,93,56.8,F,Pass,62.39
195,Student_195,4.1,58,51.1,F,Pass,48.47
784,Student_784,4.1,64,49.3,F,Pass,49.19
181,Student_181,4.1,63,80.8,B,Pass,67.79
395,Student_395,4.1,99,86.6,B,Pass,82.07
282,Student_282,4.0,73,73.3,C,Pass,66.28
703,Student_703,4.0,99,47.9,F,Pass,58.84
981,Student_981,4.0,57,71.2,C,Pass,60.22
823,Student_823,4.0,93,63.4,D,Pass,66.34
820,Student_820,4.0,97,99.0,A,Pass,88.9
134,Student_134,4.0,88,41.2,F,Pass,51.52
418,Student_418,4.0,73,51.9,F,Pass,53.44
584,Student_584,4.0,64,67.6,D,Pass,60.16
754,Student_754,4.0,58,47.4,F,Pass,46.24
136,Student_136,3.9,73,85.6,B,Pass,73.65
376,Student_376,3.9,84,66.2,D,Pass,65.31
60,Student_60,3.9,83,92.1,A,Pass,80.55
86,Student_86,3.9,79,97.8,A,Pass,82.77
411,Student_411,3.9,69,43.1,F,Pass,46.95
405,Student_405,3.9,74,94.0,A,Pass,78.99
167,Student_167,3.9,84,90.5,A,Pass,79.89
308,Student_308,3.9,61,81.7,B,Pass,67.71
123,Student_123,3.9,64,93.2,A,Pass,75.51
217,Student_217,3.9,66,57.6,F,Pass,54.75
707,Student_707,3.9,78,64.7,D,Pass,62.61
254,Student_254,3.9,80,42.6,F,Pass,49.95
642,Student_642,3.9,61,92.7,A,Pass,74.31
644,Student_644,3.9,69,71.0,C,Pass,63.69
503,Student_503,3.8,69,49.1,F,Pass,50.54
762,Student_762,3.8,95,80.4,B,Pass,77.12
103,Student_103,3.8,79,99.7,A,Pass,83.9
85,Student_85,3.8,83,48.1,F,Pass,54.14
47,Student_47,3.8,79,66.8,D,Pass,64.16
37,Student_37,3.7,56,82.5,B,Pass,66.67
144,Student_144,3.7,69,97.6,A,Pass,79.63
17,Student_17,3.7,74,67.0,D,Pass,62.77
968,Student_968,3.7,87,47.4,F,Pass,54.91
742,Student_742,3.7,90,83.4,B,Pass,77.41
251,Student_251,3.7,92,72.7,C,Pass,71.59
289,Student_289,3.6,56,40.3,F,Pass,41.34
111,Student_111,3.6,52,46.1,F,Pass,43.62
417,Student_417,3.6,51,79.3,C,Pass,63.24
670,Student_670,3.6,84,68.3,D,Pass,66.54
270,Student_270,3.6,88,78.2,C,Pass,73.68
897,Student_897,3.6,70,93.6,A,Pass,77.52
657,Student_657,3.6,64,70.7,C,Pass,61.98
467,Student_467,3.6,62,86.3,B,Pass,70.74
20,Student_20,3.6,75,79.9,C,Pass,70.8
697,Student_697,3.6,72,60.7,D,Pass,58.38
965,Student_965,3.6,68,76.2,C,Pass,66.48
145,Student_145,3.6,78,69.3,D,Pass,65.34
387,Student_387,3.5,95,56.9,F,Pass,62.99
380,Student_380,3.5,61,76.6,C,Pass,64.61
324,Student_324,3.5,56,56.2,F,Pass,50.87
528,Student_528,3.5,81,89.1,B,Pass,78.11
150,Student_150,3.5,92,45.9,F,Pass,55.49
488,Student_488,3.5,58,94.9,A,Pass,74.69
618,Student_618,3.5,50,84.6,B,Pass,66.11
936,Student_936,3.5,66,64.4,D,Pass,58.79
493,Student_493,3.5,99,59.0,F,Pass,65.45
602,Student_602,3.5,90,83.6,B,Pass,77.51
688,Student_688,3.5,88,88.2,B,Pass,79.67
941,Student_941,3.5,84,96.9,A,Pass,83.69
65,Student_65,3.5,75,64.2,D,Pass,61.37
237,Student_237,3.5,77,78.7,C,Pass,70.67
639,Student_639,3.4,69,94.6,A,Pass,77.8
912,Student_912,3.4,76,88.3,B,Pass,76.12
976,Student_976,3.4,86,54.5,F,Pass,58.84
62,Student_62,3.4,86,87.4,B,Pass,78.58
872,Student_872,3.4,74,67.8,D,Pass,63.22
225,Student_225,3.4,89,60.3,D,Pass,63.22
927,Student_927,3.4,99,86.1,B,Pass,81.7
993,Student_993,3.4,81,70.7,C,Pass,67.06
310,Student_310,3.4,66,77.2,C,Pass,66.46
580,Student_580,3.3,94,80.2,B,Pass,76.65
142,Student_142,3.3,53,98.6,A,Pass,75.39
185,Student_185,3.3,90,44.3,F,Pass,53.91
783,Student_783,3.3,56,60.8,D,Pass,53.61
709,Student_709,3.3,87,82.8,B,Pass,76.11
45,Student_45,3.3,67,58.3,F,Pass,55.41
630,Student_630,3.3,65,75.0,C,Pass,64.83
930,Student_930,3.3,98,90.8,A,Pass,84.21
909,Student_909,3.3,65,48.1,F,Pass,48.69
682,Student_682,3.3,73,40.3,F,Pass,46.41
320,Student_320,3.3,61,73.6,C,Pass,62.79
989,Student_989,3.2,51,43.3,F,Pass,41.6
330,Student_330,3.2,64,87.1,B,Pass,71.78
963,Student_963,3.2,73,78.4,C,Pass,69.26
890,Student_890,3.2,50,74.4,C,Pass,59.96
638,Student_638,3.2,54,45.6,F,Pass,43.88
694,Student_694,3.2,93,45.2,F,Pass,55.34
106,Student_106,3.2,69,99.0,A,Pass,80.42
538,Student_538,3.2,90,60.1,D,Pass,63.38
763,Student_763,3.2,53,56.5,F,Pass,50.12
152,Student_152,3.2,75,49.0,F,Pass,52.22
667,Student_667,3.2,75,44.3,F,Pass,49.4
190,Student_190,3.2,52,61.2,D,Pass,52.64
586,Student_586,3.2,84,72.8,C,Pass,69.2
226,Student_226,3.2,83,95.7,A,Pass,82.64
156,Student_156,3.2,55,62.6,D,Pass,54.38
881,Student_881,3.1,80,63.2,D,Pass,62.23
745,Student_745,3.1,51,44.0,F,Pass,42.01
109,Student_109,3.1,79,47.3,F,Pass,52.39
159,Student_159,3.1,96,87.1,B,Pass,81.37
216,Student_216,3.1,62,87.9,B,Pass,71.65
777,Student_777,3.1,56,81.3,B,Pass,65.89
543,Student_543,3.1,84,54.4,F,Pass,58.15
664,Student_664,3.1,58,84.6,B,Pass,68.47
888,Student_888,3.1,53,89.7,B,Pass,70.03
125,Student_125,3.1,64,51.7,F,Pass,50.53
469,Student_469,3.0,71,43.9,F,Pass,47.94
880,Student_880,3.0,62,85.7,B,Pass,70.32
831,Student_831,3.0,99,90.0,A,Pass,84.0
132,Student_132,3.0,92,65.0,D,Pass,66.9
174,Student_174,3.0,84,78.2,C,Pass,72.42
214,Student_214,3.0,77,42.5,F,Pass,48.9
974,Student_974,2.9,85,44.3,F,Pass,52.37
622,Student_622,2.9,94,80.1,B,Pass,76.55
14,Student_14,2.9,57,52.1,F,Pass,48.65
945,Student_945,2.9,60,58.0,F,Pass,53.09
853,Student_853,2.9,53,52.1,F,Pass,47.45
298,Student_298,2.9,78,58.3,F,Pass,58.67
901,Student_901,2.9,75,70.6,C,Pass,65.15
607,Student_607,2.9,69,46.8,F,Pass,49.07
643,Student_643,2.9,50,74.3,C,Pass,59.87
562,Student_562,2.9,98,53.6,F,Pass,61.85
896,Student_896,2.8,71,90.8,A,Pass,76.06
27,Student_27,2.8,65,95.6,A,Pass,77.14
855,Student_855,2.8,95,42.4,F,Pass,54.22
72,Student_72,2.8,78,48.0,F,Pass,52.48
369,Student_369,2.8,68,88.2,B,Pass,73.6
58,Student_58,2.8,93,62.8,D,Pass,65.86
669,Student_669,2.7,50,61.7,D,Pass,52.29
16,Student_16,2.7,67,45.8,F,Pass,47.85
50,Student_50,2.7,67,95.2,A,Pass,77.49
168,Student_168,2.7,99,42.3,F,Pass,55.35
118,Student_118,2.7,86,58.4,F,Pass,61.11
621,Student_621,2.7,85,91.1,A,Pass,80.43
690,Student_690,2.7,96,70.8,C,Pass,71.55
599,Student_599,2.7,54,88.3,B,Pass,69.45
856,Student_856,2.7,76,68.5,D,Pass,64.17
494,Student_494,2.7,61,91.4,A,Pass,73.41
15,Student_15,2.6,74,72.1,C,Pass,65.72
903,Student_903,2.6,64,95.6,A,Pass,76.82
598,Student_598,2.6,86,85.2,B,Pass,77.18
603,Student_603,2.6,96,58.3,F,Pass,64.04
868,Student_868,2.6,98,56.5,F,Pass,63.56
886,Student_886,2.6,85,98.8,A,Pass,85.04
671,Student_671,2.6,55,42.7,F,Pass,42.38
722,Student_722,2.6,66,46.9,F,Pass,48.2
240,Student_240,2.6,90,91.7,A,Pass,82.28
843,Student_843,2.6,60,48.4,F,Pass,47.3
834,Student_834,2.6,94,55.6,F,Pass,61.82
318,Student_318,2.6,96,74.8,C,Pass,73.94
388,Student_388,2.6,74,55.7,F,Pass,55.88
343,Student_343,2.6,62,96.0,A,Pass,76.46
785,Student_785,2.6,70,41.5,F,Pass,46.16
593,Student_593,2.6,91,95.1,A,Pass,84.62
176,Student_176,2.6,62,44.0,F,Pass,45.26
953,Student_953,2.6,56,57.7,F,Pass,51.68
32,Student_32,2.5,70,45.3,F,Pass,48.43
959,Student_959,2.5,90,94.4,A,Pass,83.89
601,Student_601,2.5,94,97.8,A,Pass,87.13
354,Student_354,2.5,69,51.1,F,Pass,51.61
112,Student_112,2.5,94,81.5,B,Pass,77.35
506,Student_506,2.5,55,45.0,F,Pass,43.75
203,Student_203,2.5,64,98.1,A,Pass,78.31
255,Student_255,2.5,72,49.9,F,Pass,51.79
730,Student_730,2.5,57,44.8,F,Pass,44.23
731,Student_731,2.5,74,61.3,D,Pass,59.23
683,Student_683,2.5,92,40.5,F,Pass,52.15
935,Student_935,2.5,70,64.5,D,Pass,59.95
210,Student_210,2.4,55,76.9,C,Pass,62.88
867,Student_867,2.4,51,87.7,B,Pass,68.16
699,Student_699,2.4,65,92.5,A,Pass,75.24
520,Student_520,2.4,94,73.6,C,Pass,72.6
590,Student_590,2.4,97,65.4,D,Pass,68.58
319,Student_319,2.4,78,73.7,C,Pass,67.86
761,Student_761,2.4,87,65.8,D,Pass,65.82
802,Student_802,2.4,59,70.3,C,Pass,60.12
791,Student_791,2.4,81,58.7,F,Pass,59.76
666,Student_666,2.4,69,78.0,C,Pass,67.74
6,Student_6,2.4,57,73.5,C,Pass,61.44
5,Student_5,2.4,68,79.7,C,Pass,68.46
755,Student_755,2.3,62,73.5,C,Pass,62.93
431,Student_431,2.3,87,46.9,F,Pass,54.47
931,Student_931,2.3,84,76.8,C,Pass,71.51
263,Student_263,2.3,67,72.5,C,Pass,63.83
153,Student_153,2.3,90,59.5,F,Pass,62.93
833,Student_833,2.3,92,58.1,F,Pass,62.69
845,Student_845,2.3,64,77.6,C,Pass,65.99
920,Student_920,2.3,59,57.7,F,Pass,52.55
67,Student_67,2.3,93,81.7,B,Pass,77.15
776,Student_776,2.3,73,82.3,B,Pass,71.51
22,Student_22,2.3,94,95.6,A,Pass,85.79
727,Student_727,2.3,98,65.1,D,Pass,68.69
998,Student_998,2.2,99,90.4,A,Pass,84.16
588,Student_588,2.2,57,98.6,A,Pass,76.48
589,Student_589,2.2,85,46.6,F,Pass,53.68
947,Student_947,2.2,58,70.0,C,Pass,59.62
704,Student_704,2.2,70,56.5,F,Pass,55.12
180,Student_180,2.2,53,70.7,C,Pass,58.54
591,Student_591,2.2,79,42.5,F,Pass,49.42
557,Student_557,2.2,77,59.5,F,Pass,59.02
540,Student_540,2.2,77,82.7,B,Pass,72.94
563,Student_563,2.2,100,90.2,A,Pass,84.34
605,Student_605,2.1,88,56.9,F,Pass,60.75
813,Student_813,2.1,77,94.0,A,Pass,79.71
461,Student_461,2.1,82,92.7,A,Pass,80.43
460,Student_460,2.1,51,52.3,F,Pass,46.89
773,Student_773,2.1,94,74.9,C,Pass,73.35
41,Student_41,2.1,57,61.6,D,Pass,54.27
719,Student_719,2.1,79,43.6,F,Pass,50.07
430,Student_430,2.1,80,71.4,C,Pass,67.05
295,Student_295,2.1,64,62.1,D,Pass,56.67
939,Student_939,2.1,86,46.7,F,Pass,54.03
645,Student_645,2.1,77,65.8,D,Pass,62.79
91,Student_91,2.1,81,70.4,C,Pass,66.75
381,Student_381,2.1,67,48.1,F,Pass,49.17
751,Student_751,2.1,74,69.2,D,Pass,63.93
133,Student_133,2.1,55,68.9,D,Pass,58.05
656,Student_656,2.1,96,54.2,F,Pass,61.53
771,Student_771,2.0,72,65.9,D,Pass,61.34
983,Student_983,2.0,55,86.5,B,Pass,68.6
810,Student_810,2.0,97,85.4,B,Pass,80.54
695,Student_695,2.0,87,77.0,C,Pass,72.5
677,Student_677,2.0,63,51.8,F,Pass,50.18
455,Student_455,2.0,59,55.5,F,Pass,51.2
80,Student_80,2.0,91,63.9,D,Pass,65.84
635,Student_635,2.0,79,89.9,B,Pass,77.84
100,Student_100,2.0,93,86.8,B,Pass,80.18
334,Student_334,2.0,72,66.4,D,Pass,61.64
182,Student_182,2.0,86,42.5,F,Pass,51.5
547,Student_547,2.0,56,84.9,B,Pass,67.94
124,Student_124,2.0,58,67.0,D,Pass,57.8
371,Student_371,1.9,52,69.0,D,Pass,57.19
207,Student_207,1.9,97,62.9,D,Pass,67.03
434,Student_434,1.9,94,44.1,F,Pass,54.85
260,Student_260,1.9,79,70.4,C,Pass,66.13
884,Student_884,1.9,91,74.6,C,Pass,72.25
665,Student_665,1.9,86,70.4,C,Pass,68.23
38,Student_38,1.9,58,42.2,F,Pass,42.91
340,Student_340,1.9,53,75.9,C,Pass,61.63
165,Student_165,1.8,98,66.3,D,Pass,69.36
996,Student_996,1.8,87,82.4,B,Pass,75.72
900,Student_900,1.8,58,66.9,D,Pass,57.72
284,Student_284,1.8,84,77.0,C,Pass,71.58
450,Student_450,1.8,65,88.4,B,Pass,72.72
441,Student_441,1.8,71,96.7,A,Pass,79.5
435,Student_435,1.8,74,82.5,B,Pass,71.88
57,Student_57,1.8,84,89.0,B,Pass,78.78
604,Student_604,1.8,63,89.8,B,Pass,72.96
373,Student_373,1.8,87,44.8,F,Pass,53.16
223,Student_223,1.8,100,79.4,C,Pass,77.82
300,Student_300,1.8,53,99.8,A,Pass,75.96
410,Student_410,1.8,93,96.2,A,Pass,85.8
423,Student_423,1.8,57,61.0,D,Pass,53.88
847,Student_847,1.8,70,64.1,D,Pass,59.64
191,Student_191,1.8,74,57.8,F,Pass,57.06
202,Student_202,1.8,73,44.9,F,Pass,49.02
69,Student_69,1.7,64,98.5,A,Pass,78.47
437,Student_437,1.7,87,44.9,F,Pass,53.21
477,Student_477,1.7,64,62.8,D,Pass,57.05
673,Student_673,1.7,54,56.6,F,Pass,50.33
110,Student_110,1.7,98,58.2,F,Pass,64.49
614,Student_614,1.7,51,58.1,F,Pass,50.33
587,Student_587,1.7,75,62.8,D,Pass,60.35
312,Student_312,1.7,50,87.7,B,Pass,67.79
984,Student_984,1.7,90,56.3,F,Pass,60.95
961,Student_961,1.7,60,68.6,D,Pass,59.33
440,Student_440,1.7,60,49.9,F,Pass,48.11
498,Student_498,1.7,77,48.4,F,Pass,52.31
78,Student_78,1.7,65,50.5,F,Pass,49.97
860,Student_860,1.6,84,94.6,A,Pass,82.12
355,Student_355,1.6,71,61.7,D,Pass,58.48
33,Student_33,1.6,71,85.3,B,Pass,72.64
370,Student_370,1.6,54,67.5,D,Pass,56.86
84,Student_84,1.6,91,41.5,F,Pass,52.36
705,Student_705,1.6,50,63.7,D,Pass,53.38
851,Student_851,1.6,83,74.2,C,Pass,69.58
723,Student_723,1.6,75,63.0,D,Pass,60.46
375,Student_375,1.6,83,69.8,D,Pass,66.94
529,Student_529,1.5,100,72.4,C,Pass,73.59
7,Student_7,1.5,80,83.8,B,Pass,74.43
459,Student_459,1.5,82,71.2,C,Pass,67.47
149,Student_149,1.5,59,90.7,A,Pass,72.27
617,Student_617,1.5,54,58.0,F,Pass,51.15
301,Student_301,1.5,69,62.1,D,Pass,58.11
978,Student_978,1.5,85,89.4,B,Pass,79.29
702,Student_702,1.5,57,99.6,A,Pass,77.01
425,Student_425,1.5,67,49.1,F,Pass,49.71
473,Student_473,1.4,88,69.9,D,Pass,68.48
169,Student_169,1.4,67,94.1,A,Pass,76.7
336,Student_336,1.4,83,59.7,F,Pass,60.86
348,Student_348,1.4,78,47.1,F,Pass,51.8
30,Student_30,1.4,72,71.3,C,Pass,64.52
59,Student_59,1.4,94,92.7,A,Pass,83.96
600,Student_600,1.4,87,41.1,F,Pass,50.9
958,Student_958,1.4,88,64.3,D,Pass,65.12
335,Student_335,1.4,75,48.8,F,Pass,51.92
611,Student_611,1.4,66,54.5,F,Pass,52.64
515,Student_515,1.4,61,50.0,F,Pass,48.44
487,Student_487,1.4,55,63.8,D,Pass,54.92
975,Student_975,1.3,89,81.0,B,Pass,75.43
43,Student_43,1.3,72,96.2,A,Pass,79.45
765,Student_765,1.3,68,87.3,B,Pass,72.91
291,Student_291,1.3,90,42.1,F,Pass,52.39
292,Student_292,1.3,81,84.7,B,Pass,75.25
629,Student_629,1.3,63,42.1,F,Pass,44.29
558,Student_558,1.3,93,81.2,B,Pass,76.75
146,Student_146,1.3,100,46.6,F,Pass,58.09
857,Student_857,1.3,78,72.6,C,Pass,67.09
286,Student_286,1.3,55,61.3,D,Pass,53.41
641,Student_641,1.2,92,89.8,B,Pass,81.6
937,Student_937,1.2,71,44.0,F,Pass,47.82
795,Student_795,1.2,87,53.1,F,Pass,58.08
11,Student_11,1.2,86,97.5,A,Pass,84.42
902,Student_902,1.2,58,77.6,C,Pass,64.08
883,Student_883,1.2,98,69.5,D,Pass,71.22
357,Student_357,1.2,76,41.6,F,Pass,47.88
378,Student_378,1.2,74,85.9,B,Pass,73.86
372,Student_372,1.2,50,48.0,F,Pass,43.92
313,Student_313,1.2,71,45.6,F,Pass,48.78
875,Student_875,1.2,56,91.8,A,Pass,72.0
516,Student_516,1.2,72,92.9,A,Pass,77.46
99,Student_99,1.2,65,43.7,F,Pass,45.84
879,Student_879,1.2,88,52.2,F,Pass,57.84
926,Student_926,1.2,82,85.2,B,Pass,75.84
238,Student_238,1.2,82,57.2,F,Pass,59.04
172,Student_172,1.1,52,79.6,C,Pass,63.47
333,Student_333,1.1,60,71.0,C,Pass,60.71
946,Student_946,1.1,59,44.6,F,Pass,44.57
564,Student_564,1.1,81,56.8,F,Pass,58.49
206,Student_206,1.1,54,77.5,C,Pass,62.81
841,Student_841,1.1,74,60.8,D,Pass,58.79
457,Student_457,1.1,81,59.8,F,Pass,60.29
408,Student_408,1.1,56,97.8,A,Pass,75.59
129,Student_129,1.1,61,84.0,B,Pass,68.81
245,Student_245,1.1,91,67.6,D,Pass,67.97
899,Student_899,1.1,77,93.0,A,Pass,79.01
822,Student_822,1.0,64,97.7,A,Pass,77.92
209,Student_209,1.0,67,47.3,F,Pass,48.58
73,Student_73,1.0,71,91.7,A,Pass,76.42
